dataset_dir: /projects/yuanai/data/
dataset_name: FFHQ
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 16384
codebook_dim: 16
project_dim: 16
pq: 1
L: 4
alpha: 1.0
beta: 1.0
gamma: 1.0
disc_weight: 0.3
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: mmd_vq
use_multiscale: False
transplant_epochs: 30
refinement_epochs: 30
eval_epochs: 5
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: transplant
path: bc
checkpoint_dir: /projects/yuanai/projects/VQ-Transplant3/checkpoint/Transplant/FFHQ
results_dir: /projects/yuanai/projects/VQ-Transplant3/results/Transplant/FFHQ
saver_dir: /projects/yuanai/projects/VQ-Transplant3/saver/Transplant/FFHQ
reconstruction_dir: /projects/yuanai/projects/VQ-Transplant3/reconstruction/Transplant/FFHQ
yaml_dir: /projects/yuanai/projects/VQ-Transplant3/yaml/Transplant/FFHQ
pretrained_tokenizer: /projects/yuanai/projects/VQ-Transplant3/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: 
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /projects/yuanai/projects/VQ-Transplant3/checkpoint/
data_pre: FFHQ
model_pre: model_16384_16_1
loss_pre: loss_1.0_1.0_1.0_0.3
training_pre: mmd_vq_transplant_False
saver_name_pre: mmd_vq_transplant_False_FFHQ_model_16384_16_1_loss_1.0_1.0_1.0_0.3
| distributed init (rank 0): env://
| distributed init (rank 1): env://
loaded pretrained LPIPS loss from /projects/yuanai/projects/VQ-Transplant3/code/models/cache/vgg.pth
VQ Model Parameters: 108761795
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
Start training...
epoch:1, cur_lr:0.000100
Train Epoch: [1/30] Iters:[10/1093] transplant_loss 8.6534, rec_loss 0.3491, p_loss 0.7758, quant_error 1.0787, utilization 0.0437, perplexity 268.5254,
Train Epoch: [1/30] Iters:[150/1093] transplant_loss 1.6918, rec_loss 0.0201, p_loss 0.1892, quant_error 0.2350, utilization 0.2781, perplexity 3266.8874,
Train Epoch: [1/30] Iters:[160/1093] transplant_loss 1.5461, rec_loss 0.0196, p_loss 0.1851, quant_error 0.2284, utilization 0.3314, perplexity 3956.4804,
Train Epoch: [1/30] Iters:[170/1093] transplant_loss 1.4061, rec_loss 0.0191, p_loss 0.1811, quant_error 0.2189, utilization 0.3934, perplexity 4787.0350,
Train Epoch: [1/30] Iters:[180/1093] transplant_loss 1.2738, rec_loss 0.0180, p_loss 0.1760, quant_error 0.2074, utilization 0.4542, perplexity 5640.2681,
Train Epoch: [1/30] Iters:[190/1093] transplant_loss 1.1743, rec_loss 0.0173, p_loss 0.1718, quant_error 0.1982, utilization 0.5037, perplexity 6395.9369,
Train Epoch: [1/30] Iters:[200/1093] transplant_loss 1.1045, rec_loss 0.0169, p_loss 0.1684, quant_error 0.1922, utilization 0.5351, perplexity 6936.7247,
Train Epoch: [1/30] Iters:[210/1093] transplant_loss 1.0509, rec_loss 0.0161, p_loss 0.1658, quant_error 0.1874, utilization 0.5506, perplexity 7234.0973,
Train Epoch: [1/30] Iters:[220/1093] transplant_loss 1.0183, rec_loss 0.0158, p_loss 0.1640, quant_error 0.1848, utilization 0.5551, perplexity 7324.9707,
Train Epoch: [1/30] Iters:[230/1093] transplant_loss 0.9957, rec_loss 0.0156, p_loss 0.1618, quant_error 0.1826, utilization 0.5556, perplexity 7351.8077,
Train Epoch: [1/30] Iters:[240/1093] transplant_loss 0.9833, rec_loss 0.0155, p_loss 0.1612, quant_error 0.1811, utilization 0.5544, perplexity 7349.2699,
Train Epoch: [1/30] Iters:[250/1093] transplant_loss 0.9722, rec_loss 0.0152, p_loss 0.1608, quant_error 0.1794, utilization 0.5530, perplexity 7349.6705,
Train Epoch: [1/30] Iters:[260/1093] transplant_loss 0.9640, rec_loss 0.0150, p_loss 0.1601, quant_error 0.1777, utilization 0.5521, perplexity 7351.0558,
Train Epoch: [1/30] Iters:[270/1093] transplant_loss 0.9601, rec_loss 0.0148, p_loss 0.1592, quant_error 0.1767, utilization 0.5521, perplexity 7381.6732,
Train Epoch: [1/30] Iters:[280/1093] transplant_loss 0.9592, rec_loss 0.0148, p_loss 0.1591, quant_error 0.1759, utilization 0.5524, perplexity 7406.7883,
Train Epoch: [1/30] Iters:[290/1093] transplant_loss 0.9577, rec_loss 0.0146, p_loss 0.1583, quant_error 0.1752, utilization 0.5534, perplexity 7441.0700,
Train Epoch: [1/30] Iters:[300/1093] transplant_loss 0.9566, rec_loss 0.0147, p_loss 0.1573, quant_error 0.1744, utilization 0.5544, perplexity 7478.7271,
Train Epoch: [1/30] Iters:[310/1093] transplant_loss 0.9539, rec_loss 0.0146, p_loss 0.1567, quant_error 0.1734, utilization 0.5557, perplexity 7530.6823,
Train Epoch: [1/30] Iters:[320/1093] transplant_loss 0.9507, rec_loss 0.0145, p_loss 0.1564, quant_error 0.1722, utilization 0.5568, perplexity 7567.1629,
Train Epoch: [1/30] Iters:[330/1093] transplant_loss 0.9460, rec_loss 0.0142, p_loss 0.1558, quant_error 0.1711, utilization 0.5570, perplexity 7584.8713,
Train Epoch: [1/30] Iters:[340/1093] transplant_loss 0.9437, rec_loss 0.0141, p_loss 0.1556, quant_error 0.1704, utilization 0.5574, perplexity 7606.3767,
Train Epoch: [1/30] Iters:[350/1093] transplant_loss 0.9413, rec_loss 0.0140, p_loss 0.1552, quant_error 0.1696, utilization 0.5569, perplexity 7605.7135,
Train Epoch: [1/30] Iters:[360/1093] transplant_loss 0.9425, rec_loss 0.0141, p_loss 0.1552, quant_error 0.1695, utilization 0.5575, perplexity 7621.4074,
Train Epoch: [1/30] Iters:[370/1093] transplant_loss 0.9440, rec_loss 0.0141, p_loss 0.1551, quant_error 0.1696, utilization 0.5582, perplexity 7648.5831,
Train Epoch: [1/30] Iters:[380/1093] transplant_loss 0.9456, rec_loss 0.0143, p_loss 0.1551, quant_error 0.1695, utilization 0.5600, perplexity 7694.7681,
Train Epoch: [1/30] Iters:[390/1093] transplant_loss 0.9378, rec_loss 0.0141, p_loss 0.1539, quant_error 0.1678, utilization 0.5604, perplexity 7717.2139,
Train Epoch: [1/30] Iters:[400/1093] transplant_loss 0.9401, rec_loss 0.0141, p_loss 0.1542, quant_error 0.1680, utilization 0.5618, perplexity 7756.1769,
Train Epoch: [1/30] Iters:[410/1093] transplant_loss 0.9352, rec_loss 0.0141, p_loss 0.1537, quant_error 0.1668, utilization 0.5618, perplexity 7763.0844,
Train Epoch: [1/30] Iters:[420/1093] transplant_loss 0.9299, rec_loss 0.0139, p_loss 0.1534, quant_error 0.1656, utilization 0.5617, perplexity 7768.1389,
Train Epoch: [1/30] Iters:[430/1093] transplant_loss 0.9336, rec_loss 0.0139, p_loss 0.1532, quant_error 0.1664, utilization 0.5621, perplexity 7776.0433,
Train Epoch: [1/30] Iters:[440/1093] transplant_loss 0.9388, rec_loss 0.0140, p_loss 0.1537, quant_error 0.1674, utilization 0.5632, perplexity 7802.1184,
Train Epoch: [1/30] Iters:[450/1093] transplant_loss 0.9285, rec_loss 0.0137, p_loss 0.1525, quant_error 0.1653, utilization 0.5637, perplexity 7812.2555,
Train Epoch: [1/30] Iters:[460/1093] transplant_loss 0.9252, rec_loss 0.0134, p_loss 0.1520, quant_error 0.1648, utilization 0.5644, perplexity 7829.2006,
Train Epoch: [1/30] Iters:[470/1093] transplant_loss 0.9286, rec_loss 0.0135, p_loss 0.1522, quant_error 0.1655, utilization 0.5655, perplexity 7851.1989,
Train Epoch: [1/30] Iters:[480/1093] transplant_loss 0.9225, rec_loss 0.0133, p_loss 0.1521, quant_error 0.1641, utilization 0.5659, perplexity 7861.6284,
Train Epoch: [1/30] Iters:[490/1093] transplant_loss 0.9190, rec_loss 0.0134, p_loss 0.1518, quant_error 0.1632, utilization 0.5658, perplexity 7855.8310,
Train Epoch: [1/30] Iters:[500/1093] transplant_loss 0.9325, rec_loss 0.0137, p_loss 0.1530, quant_error 0.1657, utilization 0.5676, perplexity 7891.7614,
Train Epoch: [1/30] Iters:[510/1093] transplant_loss 0.9327, rec_loss 0.0138, p_loss 0.1530, quant_error 0.1655, utilization 0.5684, perplexity 7906.5709,
Train Epoch: [1/30] Iters:[520/1093] transplant_loss 0.9253, rec_loss 0.0136, p_loss 0.1519, quant_error 0.1639, utilization 0.5688, perplexity 7920.1076,
Train Epoch: [1/30] Iters:[530/1093] transplant_loss 0.9221, rec_loss 0.0136, p_loss 0.1515, quant_error 0.1633, utilization 0.5691, perplexity 7927.0060,
Train Epoch: [1/30] Iters:[540/1093] transplant_loss 0.9184, rec_loss 0.0134, p_loss 0.1513, quant_error 0.1629, utilization 0.5698, perplexity 7947.6733,
Train Epoch: [1/30] Iters:[550/1093] transplant_loss 0.9013, rec_loss 0.0130, p_loss 0.1499, quant_error 0.1596, utilization 0.5686, perplexity 7931.1897,
Train Epoch: [1/30] Iters:[560/1093] transplant_loss 0.9026, rec_loss 0.0130, p_loss 0.1502, quant_error 0.1599, utilization 0.5696, perplexity 7955.1553,
Train Epoch: [1/30] Iters:[570/1093] transplant_loss 0.9060, rec_loss 0.0130, p_loss 0.1507, quant_error 0.1605, utilization 0.5704, perplexity 7973.5909,
Train Epoch: [1/30] Iters:[580/1093] transplant_loss 0.9028, rec_loss 0.0128, p_loss 0.1501, quant_error 0.1598, utilization 0.5711, perplexity 7988.4843,
Train Epoch: [1/30] Iters:[590/1093] transplant_loss 0.8999, rec_loss 0.0127, p_loss 0.1496, quant_error 0.1591, utilization 0.5714, perplexity 7990.1211,
Train Epoch: [1/30] Iters:[600/1093] transplant_loss 0.9039, rec_loss 0.0128, p_loss 0.1497, quant_error 0.1597, utilization 0.5725, perplexity 8010.4160,
Train Epoch: [1/30] Iters:[610/1093] transplant_loss 0.9034, rec_loss 0.0129, p_loss 0.1493, quant_error 0.1595, utilization 0.5730, perplexity 8014.0100,
Train Epoch: [1/30] Iters:[620/1093] transplant_loss 0.9032, rec_loss 0.0129, p_loss 0.1489, quant_error 0.1595, utilization 0.5736, perplexity 8019.8975,
Train Epoch: [1/30] Iters:[630/1093] transplant_loss 0.9069, rec_loss 0.0130, p_loss 0.1490, quant_error 0.1601, utilization 0.5741, perplexity 8033.7951,
Train Epoch: [1/30] Iters:[640/1093] transplant_loss 0.9079, rec_loss 0.0131, p_loss 0.1490, quant_error 0.1602, utilization 0.5750, perplexity 8058.2802,
Train Epoch: [1/30] Iters:[650/1093] transplant_loss 0.9035, rec_loss 0.0129, p_loss 0.1488, quant_error 0.1594, utilization 0.5752, perplexity 8058.9748,
Train Epoch: [1/30] Iters:[660/1093] transplant_loss 0.9037, rec_loss 0.0129, p_loss 0.1492, quant_error 0.1593, utilization 0.5760, perplexity 8081.1770,
Train Epoch: [1/30] Iters:[670/1093] transplant_loss 0.9017, rec_loss 0.0127, p_loss 0.1494, quant_error 0.1590, utilization 0.5763, perplexity 8093.6343,
Train Epoch: [1/30] Iters:[680/1093] transplant_loss 0.8985, rec_loss 0.0127, p_loss 0.1492, quant_error 0.1585, utilization 0.5767, perplexity 8100.8735,
Train Epoch: [1/30] Iters:[690/1093] transplant_loss 0.8979, rec_loss 0.0126, p_loss 0.1487, quant_error 0.1587, utilization 0.5773, perplexity 8109.0726,
Train Epoch: [1/30] Iters:[700/1093] transplant_loss 0.9044, rec_loss 0.0127, p_loss 0.1491, quant_error 0.1599, utilization 0.5779, perplexity 8132.9755,
Train Epoch: [1/30] Iters:[710/1093] transplant_loss 0.9034, rec_loss 0.0126, p_loss 0.1488, quant_error 0.1598, utilization 0.5778, perplexity 8129.7226,
Train Epoch: [1/30] Iters:[720/1093] transplant_loss 0.9036, rec_loss 0.0127, p_loss 0.1486, quant_error 0.1597, utilization 0.5775, perplexity 8118.6185,
Train Epoch: [1/30] Iters:[730/1093] transplant_loss 0.9036, rec_loss 0.0127, p_loss 0.1487, quant_error 0.1595, utilization 0.5777, perplexity 8121.7766,
Train Epoch: [1/30] Iters:[740/1093] transplant_loss 0.9038, rec_loss 0.0127, p_loss 0.1493, quant_error 0.1592, utilization 0.5775, perplexity 8116.1766,
Train Epoch: [1/30] Iters:[750/1093] transplant_loss 0.9015, rec_loss 0.0128, p_loss 0.1488, quant_error 0.1587, utilization 0.5779, perplexity 8118.8790,
Train Epoch: [1/30] Iters:[760/1093] transplant_loss 0.8995, rec_loss 0.0128, p_loss 0.1484, quant_error 0.1582, utilization 0.5778, perplexity 8118.7639,
Train Epoch: [1/30] Iters:[770/1093] transplant_loss 0.9008, rec_loss 0.0129, p_loss 0.1481, quant_error 0.1584, utilization 0.5793, perplexity 8154.8713,
Train Epoch: [1/30] Iters:[780/1093] transplant_loss 0.9024, rec_loss 0.0129, p_loss 0.1482, quant_error 0.1587, utilization 0.5802, perplexity 8176.5203,
Train Epoch: [1/30] Iters:[790/1093] transplant_loss 0.9067, rec_loss 0.0130, p_loss 0.1484, quant_error 0.1595, utilization 0.5808, perplexity 8190.6148,
Train Epoch: [1/30] Iters:[800/1093] transplant_loss 0.9088, rec_loss 0.0130, p_loss 0.1484, quant_error 0.1600, utilization 0.5813, perplexity 8197.9446,
Train Epoch: [1/30] Iters:[810/1093] transplant_loss 0.9053, rec_loss 0.0129, p_loss 0.1480, quant_error 0.1594, utilization 0.5812, perplexity 8193.7938,
Train Epoch: [1/30] Iters:[820/1093] transplant_loss 0.9057, rec_loss 0.0129, p_loss 0.1485, quant_error 0.1593, utilization 0.5811, perplexity 8193.0112,
Train Epoch: [1/30] Iters:[830/1093] transplant_loss 0.9133, rec_loss 0.0130, p_loss 0.1494, quant_error 0.1610, utilization 0.5813, perplexity 8195.3174,
Train Epoch: [1/30] Iters:[840/1093] transplant_loss 0.9088, rec_loss 0.0129, p_loss 0.1491, quant_error 0.1602, utilization 0.5814, perplexity 8197.2263,
Train Epoch: [1/30] Iters:[850/1093] transplant_loss 0.9071, rec_loss 0.0129, p_loss 0.1489, quant_error 0.1599, utilization 0.5814, perplexity 8197.0162,
Train Epoch: [1/30] Iters:[860/1093] transplant_loss 0.9132, rec_loss 0.0130, p_loss 0.1495, quant_error 0.1611, utilization 0.5825, perplexity 8222.3895,
Train Epoch: [1/30] Iters:[870/1093] transplant_loss 0.9100, rec_loss 0.0129, p_loss 0.1491, quant_error 0.1606, utilization 0.5822, perplexity 8218.1307,
Train Epoch: [1/30] Iters:[880/1093] transplant_loss 0.9038, rec_loss 0.0127, p_loss 0.1485, quant_error 0.1594, utilization 0.5826, perplexity 8222.2865,
Train Epoch: [1/30] Iters:[890/1093] transplant_loss 0.9062, rec_loss 0.0127, p_loss 0.1485, quant_error 0.1599, utilization 0.5834, perplexity 8244.2448,
Train Epoch: [1/30] Iters:[900/1093] transplant_loss 0.9096, rec_loss 0.0127, p_loss 0.1489, quant_error 0.1607, utilization 0.5836, perplexity 8254.4508,
Train Epoch: [1/30] Iters:[910/1093] transplant_loss 0.9110, rec_loss 0.0128, p_loss 0.1491, quant_error 0.1610, utilization 0.5842, perplexity 8265.4766,
Train Epoch: [1/30] Iters:[920/1093] transplant_loss 0.9076, rec_loss 0.0127, p_loss 0.1489, quant_error 0.1603, utilization 0.5836, perplexity 8252.0005,
Train Epoch: [1/30] Iters:[930/1093] transplant_loss 0.9050, rec_loss 0.0127, p_loss 0.1484, quant_error 0.1597, utilization 0.5832, perplexity 8241.2143,
Train Epoch: [1/30] Iters:[940/1093] transplant_loss 0.9039, rec_loss 0.0127, p_loss 0.1485, quant_error 0.1595, utilization 0.5826, perplexity 8223.7959,
Train Epoch: [1/30] Iters:[950/1093] transplant_loss 0.9014, rec_loss 0.0127, p_loss 0.1484, quant_error 0.1588, utilization 0.5824, perplexity 8218.8433,
Train Epoch: [1/30] Iters:[960/1093] transplant_loss 0.8982, rec_loss 0.0125, p_loss 0.1482, quant_error 0.1582, utilization 0.5824, perplexity 8222.2716,
Train Epoch: [1/30] Iters:[970/1093] transplant_loss 0.8999, rec_loss 0.0125, p_loss 0.1483, quant_error 0.1585, utilization 0.5838, perplexity 8253.4348,
Train Epoch: [1/30] Iters:[980/1093] transplant_loss 0.9053, rec_loss 0.0125, p_loss 0.1488, quant_error 0.1595, utilization 0.5849, perplexity 8278.2844,
Train Epoch: [1/30] Iters:[990/1093] transplant_loss 0.9023, rec_loss 0.0125, p_loss 0.1484, quant_error 0.1588, utilization 0.5854, perplexity 8294.3889,
Train Epoch: [1/30] Iters:[1000/1093] transplant_loss 0.8998, rec_loss 0.0125, p_loss 0.1479, quant_error 0.1583, utilization 0.5860, perplexity 8305.1128,
Train Epoch: [1/30] Iters:[1010/1093] transplant_loss 0.9001, rec_loss 0.0126, p_loss 0.1478, quant_error 0.1583, utilization 0.5860, perplexity 8301.9169,
Train Epoch: [1/30] Iters:[1020/1093] transplant_loss 0.9023, rec_loss 0.0126, p_loss 0.1477, quant_error 0.1589, utilization 0.5857, perplexity 8296.4931,
Train Epoch: [1/30] Iters:[1030/1093] transplant_loss 0.8998, rec_loss 0.0126, p_loss 0.1475, quant_error 0.1584, utilization 0.5852, perplexity 8289.7868,
Train Epoch: [1/30] Iters:[1040/1093] transplant_loss 0.9024, rec_loss 0.0126, p_loss 0.1474, quant_error 0.1591, utilization 0.5860, perplexity 8299.7571,
Train Epoch: [1/30] Iters:[1050/1093] transplant_loss 0.9035, rec_loss 0.0126, p_loss 0.1474, quant_error 0.1594, utilization 0.5857, perplexity 8293.0861,
Train Epoch: [1/30] Iters:[1060/1093] transplant_loss 0.9021, rec_loss 0.0126, p_loss 0.1471, quant_error 0.1592, utilization 0.5857, perplexity 8292.0618,
Train Epoch: [1/30] Iters:[1070/1093] transplant_loss 0.9001, rec_loss 0.0125, p_loss 0.1468, quant_error 0.1587, utilization 0.5860, perplexity 8297.9414,
Train Epoch: [1/30] Iters:[1080/1093] transplant_loss 0.8953, rec_loss 0.0125, p_loss 0.1463, quant_error 0.1576, utilization 0.5862, perplexity 8297.7682,
Train Epoch: [1/30] Iters:[1090/1093] transplant_loss 0.8923, rec_loss 0.0124, p_loss 0.1462, quant_error 0.1568, utilization 0.5860, perplexity 8294.2730,
epoch:2, cur_lr:0.000097
Train Epoch: [2/30] Iters:[10/1093] transplant_loss 0.8985, rec_loss 0.0121, p_loss 0.1472, quant_error 0.1586, utilization 0.5858, perplexity 8309.9818,
Train Epoch: [2/30] Iters:[20/1093] transplant_loss 0.9045, rec_loss 0.0125, p_loss 0.1478, quant_error 0.1592, utilization 0.5880, perplexity 8347.2691,
Train Epoch: [2/30] Iters:[30/1093] transplant_loss 0.9052, rec_loss 0.0125, p_loss 0.1484, quant_error 0.1593, utilization 0.5879, perplexity 8341.4163,
Train Epoch: [2/30] Iters:[40/1093] transplant_loss 0.9019, rec_loss 0.0123, p_loss 0.1479, quant_error 0.1587, utilization 0.5878, perplexity 8341.2404,
Train Epoch: [2/30] Iters:[50/1093] transplant_loss 0.8979, rec_loss 0.0122, p_loss 0.1470, quant_error 0.1580, utilization 0.5875, perplexity 8331.0883,
Train Epoch: [2/30] Iters:[60/1093] transplant_loss 0.8924, rec_loss 0.0122, p_loss 0.1461, quant_error 0.1568, utilization 0.5878, perplexity 8337.2477,
Train Epoch: [2/30] Iters:[70/1093] transplant_loss 0.8899, rec_loss 0.0121, p_loss 0.1458, quant_error 0.1564, utilization 0.5871, perplexity 8319.1224,
Train Epoch: [2/30] Iters:[80/1093] transplant_loss 0.8877, rec_loss 0.0120, p_loss 0.1451, quant_error 0.1560, utilization 0.5874, perplexity 8327.0351,
Train Epoch: [2/30] Iters:[90/1093] transplant_loss 0.8932, rec_loss 0.0122, p_loss 0.1457, quant_error 0.1570, utilization 0.5881, perplexity 8338.7502,
Train Epoch: [2/30] Iters:[100/1093] transplant_loss 0.8936, rec_loss 0.0123, p_loss 0.1462, quant_error 0.1569, utilization 0.5882, perplexity 8340.6392,
Train Epoch: [2/30] Iters:[110/1093] transplant_loss 0.8960, rec_loss 0.0123, p_loss 0.1471, quant_error 0.1571, utilization 0.5879, perplexity 8333.6114,
Train Epoch: [2/30] Iters:[120/1093] transplant_loss 0.8926, rec_loss 0.0123, p_loss 0.1467, quant_error 0.1563, utilization 0.5882, perplexity 8343.0040,
Train Epoch: [2/30] Iters:[130/1093] transplant_loss 0.8982, rec_loss 0.0124, p_loss 0.1474, quant_error 0.1573, utilization 0.5884, perplexity 8344.8554,
Train Epoch: [2/30] Iters:[140/1093] transplant_loss 0.8960, rec_loss 0.0125, p_loss 0.1469, quant_error 0.1568, utilization 0.5881, perplexity 8342.3240,
Train Epoch: [2/30] Iters:[150/1093] transplant_loss 0.8958, rec_loss 0.0124, p_loss 0.1467, quant_error 0.1567, utilization 0.5880, perplexity 8337.8659,
Train Epoch: [2/30] Iters:[160/1093] transplant_loss 0.8945, rec_loss 0.0124, p_loss 0.1461, quant_error 0.1567, utilization 0.5881, perplexity 8339.4356,
Train Epoch: [2/30] Iters:[170/1093] transplant_loss 0.8978, rec_loss 0.0125, p_loss 0.1464, quant_error 0.1575, utilization 0.5885, perplexity 8349.9902,
Train Epoch: [2/30] Iters:[180/1093] transplant_loss 0.8892, rec_loss 0.0123, p_loss 0.1456, quant_error 0.1556, utilization 0.5880, perplexity 8337.8279,
Train Epoch: [2/30] Iters:[190/1093] transplant_loss 0.8881, rec_loss 0.0122, p_loss 0.1455, quant_error 0.1556, utilization 0.5879, perplexity 8331.5639,
Train Epoch: [2/30] Iters:[200/1093] transplant_loss 0.8900, rec_loss 0.0122, p_loss 0.1457, quant_error 0.1560, utilization 0.5884, perplexity 8344.4999,
Train Epoch: [2/30] Iters:[210/1093] transplant_loss 0.8929, rec_loss 0.0122, p_loss 0.1459, quant_error 0.1566, utilization 0.5888, perplexity 8345.5620,
Train Epoch: [2/30] Iters:[220/1093] transplant_loss 0.8910, rec_loss 0.0122, p_loss 0.1459, quant_error 0.1562, utilization 0.5883, perplexity 8332.2272,
Train Epoch: [2/30] Iters:[230/1093] transplant_loss 0.8914, rec_loss 0.0122, p_loss 0.1460, quant_error 0.1562, utilization 0.5889, perplexity 8348.9018,
Train Epoch: [2/30] Iters:[240/1093] transplant_loss 0.8894, rec_loss 0.0122, p_loss 0.1460, quant_error 0.1558, utilization 0.5890, perplexity 8353.9999,
Train Epoch: [2/30] Iters:[250/1093] transplant_loss 0.8910, rec_loss 0.0122, p_loss 0.1459, quant_error 0.1562, utilization 0.5894, perplexity 8356.3966,
Train Epoch: [2/30] Iters:[260/1093] transplant_loss 0.8900, rec_loss 0.0122, p_loss 0.1457, quant_error 0.1560, utilization 0.5893, perplexity 8358.8983,
Train Epoch: [2/30] Iters:[270/1093] transplant_loss 0.8924, rec_loss 0.0122, p_loss 0.1458, quant_error 0.1566, utilization 0.5899, perplexity 8372.8229,
